Subgrupo7_Desc,Subgrupo5_Desc,Subgrupo4_Desc,Subgrupo3_Desc,Grupo_Desc
R03CC05,R03CC - Agonistas selectivos de receptores beta-2 ,R03C - ADRENÉRGICOS PARA USO SISTÉMICO            ,R03 - AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE,R - SISTEMA RESPIRATORIO                          
B01AB02,B01AB - Grupo de la heparina                      ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
H01BA04,H01BA - Vasopresina  y análogos                   ,H01B - HORMONAS DEL LÓBULO POSTERIOR DE LA HIPÓFIS,H01 - HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
D05AA91,D05AA - Alquitranes                               ,D05A - ANTIPSORIÁSICOS PARA USO TÓPICO            ,D05 - ANTIPSORIÁSICOS                             ,D - DERMATOLOGICOS                                
C09DA07,C09DA - Antagonistas de angiotensina II  y diuréti,"C09D - ANTAGONISTAS DE ANGIOTENSINA II, COMBINACIO",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
P03A,"P03A - ECTOPARASITICIDAS, INCLUYENDO ESCABICIDAS  ","P03A - ECTOPARASITICIDAS, INCLUYENDO ESCABICIDAS  ","P03 - ECTOPARASITICIDAS, INCLUYENDO ESCABICIDAS, I","P - PRODUCTOS ANTIPARASITARIOS, INSECTICIDAS Y REP"
C05CA04,C05CA - Bioflavoniodes                            ,C05C - AGENTES ESTABILIZADORES DE CAPILARES       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
G03CA04,"G03CA - Estrógenos naturales y semisintéticos, mon",G03C - ESTRÓGÉNOS                                 ,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
C07CB02,C07CB - Agentes beta-bloqueantes selectivos y otro,C07C - AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS,C07 - AGENTES BETA-BLOQUEANTES                    ,C - SISTEMA CARDIOVASCULAR                        
A02A4,A02A4 - ANTIACIDOS CON ANTIFLATULENTOS            ,A02A - ANTIÁCIDOS                                 ,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
C01BA03,C01BA - Antiarrítmicos de clase Ia                ,C01B - ANTIARRÍTMICOS DE CLASE I Y III            ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
N05AN01,N05AN - Litio                                     ,N05A - ANTIPSICÓTICOS                             ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
J01CA06,J01CA - Penicilinas con espectro ampliado         ,"J01C - ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS",J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
R05CB05,R05CB - Mucolíticos                               ,"R05C - EXPECTORANTES, EXCLUYENDO COMBINACIONES CON",R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO       ,R - SISTEMA RESPIRATORIO                          
N06BA07,N06BA - Agentes simpaticomiméticos de acción centr,"N06B - PSICOESTIMULANTES, AGENTES UTILIZADOS PARA ",N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
D05BB02,D05BB - Retinoides para el tratamiento de la psori,D05B - ANTIPSORIÁSICOS PARA USO SISTÉMICO         ,D05 - ANTIPSORIÁSICOS                             ,D - DERMATOLOGICOS                                
G04BD01,G04BD - Antiespasmódicos urinarios                ,"G04B - OTROS PRODUCTOS DE USO UROLÓGICO, INCLUYEND",G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
C10AB98,C10AB - Fibratos                                  ,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS,MONOFA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
H03BB02,H03BB - Derivados imidazólicos que contienen azufr,H03B - PREPARADOS ANTITIROIDEOS                   ,H03 - TERAPIA TIROIDEA                            ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
B05XA07,B05XA - Soluciones electrolíticas                 ,B05X - ADITIVOS PARA SOLUCIONES I.V.              ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
R05DB27,R05DB - Otros supresores de la tos                ,"R05D - SUPRESORES DE LA TOS,  EXCLUYENDO COMBINACI",R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO       ,R - SISTEMA RESPIRATORIO                          
26I01,26I01 - SIST IRRIG COLOST                         ,26I0 - SISTEMA IRRIGACIÓN COLOSTOMIA              ,26I - SISTEMA IRRIGACIÓN COLOSTOMIA               ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
S01E1,S01E1 - ANTIGLAUCOMATOSOS SISTEMICOS              ,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
B01AD12,B01AD - Enzimas                                   ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
G04BD08,G04BD - Antiespasmódicos urinarios                ,"G04B - OTROS PRODUCTOS DE USO UROLÓGICO, INCLUYEND",G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
A11H3,A11H3 - OTRAS VITAMINAS SOLAS                     ,"A11H - OTROS PREPARADOS DE VITAMINAS, MONOFÁRMACOS",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A11BA91,A11BA - Multivitamínicos solos                    ,A11B - MULTIVITAMÍNICOS SOLOS                     ,A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A16AB05,A16AB - Enzimas                                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
D09AX91,D09AX - Apósitos con parafina blanda              ,D09A - APÓSITOS CON MEDICAMENTOS                  ,D09 - APÓSITOS CON MEDICAMENTOS                   ,D - DERMATOLOGICOS                                
C01BB01,C01BB - Antiarrítmicos de clase Ib                ,C01B - ANTIARRÍTMICOS DE CLASE I Y III            ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
A07A,A07A - ANTIINFECCIOSOS INTESTINALES               ,A07A - ANTIINFECCIOSOS INTESTINALES               ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
J01CA64,J01CA - Penicilinas con espectro ampliado         ,"J01C - ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS",J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
A07AA,A07AA - Antibióticos                              ,A07A - ANTIINFECCIOSOS INTESTINALES               ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
N05AC53,N05AC - Fenotiazinas con estructura piperidínica  ,N05A - ANTIPSICÓTICOS                             ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
C01BA02,C01BA - Antiarrítmicos de clase Ia                ,C01B - ANTIARRÍTMICOS DE CLASE I Y III            ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
N04BC06,N04BC - Agonistas dopaminérgicos                  ,N04B - AGENTES DOPAMINÉRGICOS                     ,N04 - ANTIPARKINSONIANOS                          ,N - SISTEMA NERVIOSO                              
A03BA01,"A03BA - Alcaloides de la belladona, aminas terciar","A03B - BELLADONA Y DERIVADOS, MONOFÁRMACOS        ",A03 - AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL,A - TRACTO ALIMENTARIO Y METABOLISMO              
G03B,G03B - ANDRÓGENOS                                 ,G03B - ANDRÓGENOS                                 ,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
V04CH01,V04CH - Pruebas de función renal                  ,V04C - OTROS AGENTES DIAGNÓSTICOS                 ,V04 - AGENTES DIAGNÓSTICOS                        ,V - VARIOS                                        
C10AC02,C10AC - Secuestradores de ácidos biliares         ,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS,MONOFA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
D06C,D06C - COMBINACIONES DE ANTIBIÓTICOS Y QUIMIOTERÁP,D06C - COMBINACIONES DE ANTIBIÓTICOS Y QUIMIOTERÁP,D06 - ANTIBIÓTICOS Y QUIMIOTERÁPICOS PARA USO DERM,D - DERMATOLOGICOS                                
R05DA09,R05DA - Alcaloides del opio y derivados           ,"R05D - SUPRESORES DE LA TOS,  EXCLUYENDO COMBINACI",R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO       ,R - SISTEMA RESPIRATORIO                          
A08A,"A08A - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO P","A08A - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO P","A08 - PREPARADOS CONTRA LA OBESIDAD, EXCLUYENDO PR",A - TRACTO ALIMENTARIO Y METABOLISMO              
A11HA05,"A11HA - Otros preparados de  vitaminas, monofármac","A11H - OTROS PREPARADOS DE VITAMINAS, MONOFÁRMACOS",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
D01BA01,D01BA - Antifúngicos para uso sistémico           ,D01B - ANTIFÚNGICOS PARA USO SISTÉMICO            ,D01 - ANTIFÚNGICOS PARA USO DERMATOLÓGICO         ,D - DERMATOLOGICOS                                
J07BJ01,J07BJ - Vacunas contra la rubeola                 ,J07B - VACUNAS ANTIVIRALES                        ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
M02AA17,M02AA - Preparados con antiinflamatorios no estero,M02A - PRODUCTOS TÓPICOS PARA EL DOLOR ARTICULAR Y,M02 - PRODUCTOS TÓPICOS PARA EL DOLOR ARTICULAR Y ,M - SISTEMA MUSCULOESQUELÉTICO                    
A02BX91,A02BX - Otros agentes contra la úlcera péptica y e,A02B - AGENTES CONTRA LA ÚLCERA PÉPTICA Y EL REFLU,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
G04CX02,G04CX - Otros fármacos usados en la hipertrofia pr,G04C - FÁRMACOS USADOS EN LA HIPERTROFIA  PROSTÁTI,G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
B03AA10,"B03AA - Hierro bivalente, preparados orales       ",B03A - PREPARADOS CON HIERRO                      ,B03 - PREPARADOS ANTIANÉMICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
N02BG04,N02BG - Otros analgésicos y antipiréticos         ,N02B - OTROS ANALGÉSICOS Y ANTIPIRÉTICOS          ,N02 - ANALGÉSICOS                                 ,N - SISTEMA NERVIOSO                              
B02BC30,B02BC - Hemostáticos locales                      ,B02B - VITAMINA K Y OTROS HEMOSTÁTICOS            ,B02 - ANTIHEMORRÁGICOS                            ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
A16AB01,A16AB - Enzimas                                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
D07XB04,"D07XB - Corticosteroides moderadamente potentes, o","D07X - CORTICOSTEROIDES, OTRAS COMBINACIONES      ",D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
C01CE02,C01CE - Inhibidores de la fosfodiesterasa         ,C01C - ESTIMULANTES CARDÍACOS EXCLUYENDO GLUCÓSIDO,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
A09AA93,A09AA - Preparados enzimáticos                    ,"A09A - DIGESTIVOS, INCLUYENDO ENZIMAS             ","A09 - DIGESTIVOS, INCLUYENDO ENZIMAS              ",A - TRACTO ALIMENTARIO Y METABOLISMO              
A01AB19,A01AB - Antiinfecciosos y antisépticos para el tra,A01A - PREPARADOS ESTOMATOLÓGICOS                 ,A01 - PREPARADOS ESTOMATOLÓGICOS                  ,A - TRACTO ALIMENTARIO Y METABOLISMO              
G03DA04,G03DA - Derivados del (4) pregneno                ,G03D - PROGESTÁGENOS                              ,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
L03AX11,L03AX - Otros citokinas e inmunomoduladores       ,L03A - CITOKINAS E INMUNOMODULADORES              ,L03 - INMUNOESTIMULANTES                          ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
B01AD10,B01AD - Enzimas                                   ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
N02CA52,N02CA - Alcaloides del ergot                      ,N02C - PREPARADOS ANTIMIGRAÑOSOS                  ,N02 - ANALGÉSICOS                                 ,N - SISTEMA NERVIOSO                              
A12BA04,A12BA - Potasio                                   ,A12B - POTASIO                                    ,A12 - SUPLEMENTOS MINERALES                       ,A - TRACTO ALIMENTARIO Y METABOLISMO              
S01EA05,S01EA - Simpaticomiméticos en la terapia del glauc,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
R01AD11,R01AD - Corticosteroides                          ,R01A - DESCONGESTIVOS Y OTROS PREPARADOS NASALES P,R01 - PREPARADOS DE USO NASAL                     ,R - SISTEMA RESPIRATORIO                          
L01XX52,L01XX - Otros agentes antineoplásicos             ,L01X - OTROS AGENTES ANTINEOPLÁSICOS              ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
D07AC08,D07AC - Corticosteroides  potentes (grupo III)    ,"D07A - CORTICOSTEROIDES, MONOFÁRMACOS             ",D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
M04AC01,M04AC - Preparados sin efecto sobre el metabolismo,M04A - PREPARADOS ANTIGOTOSOS                     ,M04 - PREPARADOS ANTIGOTOSOS                      ,M - SISTEMA MUSCULOESQUELÉTICO                    
R06AA04,R06AA - Aminoalquil éteres                        ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
A11J,"A11J - OTROS PRODUCTOS CON VITAMINAS, COMBINACIONE","A11J - OTROS PRODUCTOS CON VITAMINAS, COMBINACIONE",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
N06AX18,N06AX - Otros antidepresivos                      ,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
E0000,E0000 - EXTRACTOS                                 ,E000 - EXTRACTOS                                  ,E00 - EXTRACTOS                                   ,E - EXTRACTOS                                     
J01AA95,J01AA - Tetraciclinas                             ,J01A - TETRACICLINAS                              ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
J04BA02,J04BA - Fármacos para el tratamiento de la lepra  ,J04B - FÁRMACOS PARA EL TRATAMIENTO DE LA LEPRA   ,J04 - ANTIMICOBACTERIAS                           ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C04AX,C04AX - Otros vasodilatadores periféricos         ,C04A - VASODILATADORES PERIFÉRICOS                ,C04 - VASODILATADORES PERIFÉRICOS                 ,C - SISTEMA CARDIOVASCULAR                        
C09AA12,"C09AA - Inhibidores de la ECA, monofármacos       ","C09A - INHIBIDORES DE LA ECA, MONOFÁRMACOS        ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
D09AA91,D09AA - Apósitos con pomada con antiinfecciosos   ,D09A - APÓSITOS CON MEDICAMENTOS                  ,D09 - APÓSITOS CON MEDICAMENTOS                   ,D - DERMATOLOGICOS                                
L01CA03,L01CA - Alcaloides de la Vinca y análogos         ,L01C - ALCALOIDES DE PLANTAS Y OTROS PRODUCTOS NAT,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
D01AC11,D01AC - Derivados imidazólicos y triazólicos      ,D01A - ANTIFÚNGICOS PARA USO TÓPICO               ,D01 - ANTIFÚNGICOS PARA USO DERMATOLÓGICO         ,D - DERMATOLOGICOS                                
G01AA10,G01AA - Antibióticos                              ,G01A - ANTIINFECCIOSOS Y ANTISÉPTICOS EXCLUYENDO C,G01 - ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
C02DC01,C02DC - Derivados de la pirimidina                ,C02D - AGENTES QUE ACTÚAN SOBRE EL MÚSCULO LISO AR,C02 - ANTIHIPERTENSIVOS                           ,C - SISTEMA CARDIOVASCULAR                        
A02BA04,A02BA - Antagonistas del receptor H2              ,A02B - AGENTES CONTRA LA ÚLCERA PÉPTICA Y EL REFLU,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
L02AE01,L02AE - Análogos de la hormona liberadora de gonad,L02A - HORMONAS Y AGENTES RELACIONADOS            ,L02 - TERAPIA ENDOCRINA                           ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
J05AB14,"J05AB - Nucleósidos y nucleótidos, excluyendo inhi",J05A - ANTIVIRALES DE ACCIÓN DIRECTA              ,J05 - ANTIVIRALES DE USO SISTÉMICO                ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
H04A,H04A - HORMONAS GLUCOGENOLÍTICAS                  ,H04A - HORMONAS GLUCOGENOLÍTICAS                  ,H04 - HORMONAS PANCREÁTICAS                       ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
R07AA02,R07AA - Surfactantes pulmonares                   ,R07A - OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORI,R07 - OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO,R - SISTEMA RESPIRATORIO                          
