CIE10,literal_CIE10,BDCAP,literal_BDCAP,Cambio mapeo julio 18
W23.82,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W23.83,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W23.84,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W23.88,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W23.89,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W23.9,Lugar no especificado,A80,Traumatismo/lesión no especificada,
W23.90,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W23.91,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W23.92,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W23.93,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W23.94,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W23.98,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W23.99,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24,"Contacto traumático con dispositivos de elevación y transmisión, no clasificados en otra parte",A80,Traumatismo/lesión no especificada,
W24.0,Vivienda,A80,Traumatismo/lesión no especificada,
W24.00,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.01,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.02,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.03,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.04,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.08,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.09,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.1,Institución residencial,A80,Traumatismo/lesión no especificada,
W24.10,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.11,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.12,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.13,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.14,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.18,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.19,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.2,"Escuelas, otras instituciones y áreas administrativas públicas",A80,Traumatismo/lesión no especificada,
W24.20,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.21,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.22,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.23,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.24,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.28,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.29,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.3,Áreas de deporte y atletismo,A80,Traumatismo/lesión no especificada,
W24.30,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.31,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.32,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.33,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.34,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.38,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.39,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.4,Calles y carreteras,A80,Traumatismo/lesión no especificada,
W24.40,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.41,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.42,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.43,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.44,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.48,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.49,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.5,Comercio y área de servicios,A80,Traumatismo/lesión no especificada,
W24.50,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.51,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.52,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.53,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.54,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.58,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.59,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.6,Área industrial y de la construcción,A80,Traumatismo/lesión no especificada,
W24.60,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.61,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.62,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.63,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.64,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.68,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.69,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.7,Granja,A80,Traumatismo/lesión no especificada,
W24.70,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.71,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.72,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.73,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.74,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.78,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.79,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.8,Otro lugar especificado,A80,Traumatismo/lesión no especificada,
W24.80,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.81,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.82,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.83,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.84,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.88,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.89,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W24.9,Lugar no especificado,A80,Traumatismo/lesión no especificada,
W24.90,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W24.91,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W24.92,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W24.93,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W24.94,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W24.98,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W24.99,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W25,Contacto traumático con vidrio cortante,A80,Traumatismo/lesión no especificada,
W25.0,Vivienda,A80,Traumatismo/lesión no especificada,
W25.00,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W25.01,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W25.02,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W25.03,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W25.04,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W25.08,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W25.09,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W25.1,Institución residencial,A80,Traumatismo/lesión no especificada,
W25.10,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W25.11,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W25.12,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W25.13,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W25.14,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W25.18,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W25.19,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W25.2,"Escuelas, otras instituciones y áreas administrativas públicas",A80,Traumatismo/lesión no especificada,
W25.20,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W25.21,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W25.22,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W25.23,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W25.24,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W25.28,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W25.29,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W25.3,Áreas de deporte y atletismo,A80,Traumatismo/lesión no especificada,
W25.30,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W25.31,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W25.32,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W25.33,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W25.34,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W25.38,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W25.39,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W25.4,Calles y carreteras,A80,Traumatismo/lesión no especificada,
W25.40,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W25.41,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W25.42,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W25.43,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W25.44,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W25.48,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W25.49,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
W25.5,Comercio y área de servicios,A80,Traumatismo/lesión no especificada,
W25.50,Mientras realiza una actividad deportiva,A80,Traumatismo/lesión no especificada,
W25.51,Mientras realiza una actividad de recreación,A80,Traumatismo/lesión no especificada,
W25.52,Mientras trabaja en forma remunerada,A80,Traumatismo/lesión no especificada,
W25.53,Mientras está ocupado en otros tipos de trabajo,A80,Traumatismo/lesión no especificada,
W25.54,"Mientras descansa, duerme, come o realiza otras actividades vitales",A80,Traumatismo/lesión no especificada,
W25.58,Mientras está ocupado en otras actividades especificadas,A80,Traumatismo/lesión no especificada,
W25.59,Durante una actividad no especificada,A80,Traumatismo/lesión no especificada,
