CIE9,literal_CIE9,BDCAP,literal_BDCAP,https://www.sanidad.gob.es/estadEstudios/estadisticas/estadisticas/estMinisterio/SIAP/map_cie9mc_cie10_ciap2.htm
730.80,OTRAS INFECC. OSEA EN ENF.C.O.C LOCALIZ. NO ESPECIFICADA,L70,Infecciones del aparato locomotor,
730.81,OTRAS INFECC. OSEA EN ENF.C.O.C HOMBRO,L70,Infecciones del aparato locomotor,
730.82,OTRAS INFECC. OSEA EN ENF.C.O.C BRAZO,L70,Infecciones del aparato locomotor,
730.83,OTRAS INFECC. OSEA EN ENF.C.O.C ANTEBRAZO,L70,Infecciones del aparato locomotor,
730.84,OTRAS INFECC. OSEA EN ENF.C.O.C MANO,L70,Infecciones del aparato locomotor,
730.85,OTRAS INFECC. OSEA EN ENF.C.O.C PELVIS Y MUSLO,L70,Infecciones del aparato locomotor,
730.86,OTRAS INFECC. OSEA EN ENF.C.O.C PIERNA,L70,Infecciones del aparato locomotor,
730.87,OTRAS INFECC. OSEA EN ENF.C.O.C TOBILLO Y PIE,L70,Infecciones del aparato locomotor,
730.88,OTRAS INFECC. OSEA EN ENF.C.O.C OTRAS LOCALIZ. ESPECIFICADAS,L70,Infecciones del aparato locomotor,
730.89,OTRAS INFECC. OSEA EN ENF.C.O.C LOCALIZACION MULTIPLE,L70,Infecciones del aparato locomotor,
730.9,INFECCION OSEA NO ESPECIFICADA,L70,Infecciones del aparato locomotor,
730.90,INFECCION OSEA NO ESPECIFICADA LOCALIZ. NO ESPECIFICADA,L70,Infecciones del aparato locomotor,
730.91,INFECCION OSEA NO ESPECIFICADA HOMBRO,L70,Infecciones del aparato locomotor,
730.92,INFECCION OSEA NO ESPECIFICADA BRAZO,L70,Infecciones del aparato locomotor,
730.93,INFECCION OSEA NO ESPECIFICADA ANTEBRAZO,L70,Infecciones del aparato locomotor,
730.94,INFECCION OSEA NO ESPECIFICADA MANO,L70,Infecciones del aparato locomotor,
730.95,INFECCION OSEA NO ESPECIFICADA PELVIS Y MUSLO,L70,Infecciones del aparato locomotor,
730.96,INFECCION OSEA NO ESPECIFICADA PIERNA,L70,Infecciones del aparato locomotor,
730.97,INFECCION OSEA NO ESPECIFICADA TOBILLO Y PIE,L70,Infecciones del aparato locomotor,
730.98,INFECCION OSEA NO ESPECIFICADA OTRAS LOCALIZ. ESPECIFICDAS,L70,Infecciones del aparato locomotor,
730.99,INFECCION OSEA NO ESPECIFICADA LOCALIZ. MULTIPLE,L70,Infecciones del aparato locomotor,
731,OSTEITIS DEFORMANTE Y OSTEOPATIAS ASOCIADAS A OTROS TRAST.,L99,Otras enfermedades del aparato locomotor,
731.0,OSTEITIS DEFORMANTE SIN MENCION DE TUMOR OSEO,L99,Otras enfermedades del aparato locomotor,
731.1,OSTEITIS DEFORMANTE EN ENFERMEDAD CLASIF. BAJO OTRO CONCEPTO,L99,Otras enfermedades del aparato locomotor,
731.2,OSTEOARTROPATIA PULMONAR HIPERTROFIA,L99,Otras enfermedades del aparato locomotor,
731.3,DEFECTO OSEO IMPORTANTE ,L99,Otras enfermedades del aparato locomotor,
731.8,OTRAS AFECCIONES OSEAS EN ENF. CLASIF. BAJO OTROS CONCEPTOS,L99,Otras enfermedades del aparato locomotor,
732,OSTEOCONDROPATIAS,L94,Osteocondrosis,
732.0,OSTEOCONDROSIS JUVENIL VERTEBRAL,L94,Osteocondrosis,
732.1,OSTEOCONDROSIS JUVENIL DE CADERA Y PELVIS,L94,Osteocondrosis,
732.2,EPIFISIS FEMORAL SUPERIOR DISLOCADA NO TRAUMATICA,L94,Osteocondrosis,
732.3,OSTEOCONDROSIS JUVENIL DE EXTREMIDAD SUPERIOR,L94,Osteocondrosis,
732.4,OSTEOCONDROSIS JUVENIL DE EXTREMIDAD INFERIOR SALVO PIE,L94,Osteocondrosis,
732.5,OSTEOCONDROSIS JUVENIL DE PIE,L94,Osteocondrosis,
732.6,OTRA OSTEOCONDROSIS JUVENIL,L94,Osteocondrosis,
732.7,OSTEOCONDRITIS DISECANTE,L94,Osteocondrosis,
732.8,OTRAS FORMAS DE OSTEOCONDROPATIA ESPECIFICADAS,L94,Osteocondrosis,
732.9,OSTEOCONDROPATIA NO ESPECIFICADA,L94,Osteocondrosis,
733,OTROS TRASTORNOS DE CARTILAGO Y HUESOS,L99,Otras enfermedades del aparato locomotor,
733.0,OSTEOPOROSIS,L95,Osteoporosis,
733.00,OSTEOPOROSIS NO ESPECIFICADO,L95,Osteoporosis,
733.01,OSTEOPOROSIS SENIL,L95,Osteoporosis,
733.02,OSTEOPOROSIS IDIOPATICA,L95,Osteoporosis,
733.03,OSTEOPOROSIS POR DESUSO,L95,Osteoporosis,
733.09,OTRA OSTEOPOROSIS,L95,Osteoporosis,
733.1,FRACTURA PATOLOGICA,L99,Otras enfermedades del aparato locomotor,
733.10,FRACTURA PATOLOGICA SITIO NO ESPECIFICADO,L99,Otras enfermedades del aparato locomotor,
733.11,FRACTURA PATOLOGICA DE HUMERO,L99,Otras enfermedades del aparato locomotor,
733.12,FRACTURA PATOLOGICA DISTAL DE RADIO Y CUBITO,L99,Otras enfermedades del aparato locomotor,
733.13,FRACTURA PATOLOGICA DE VERTEBRAS,L99,Otras enfermedades del aparato locomotor,
733.14,FRACTURA PATOLOGICA DE CUELLO DE FEMUR,L99,Otras enfermedades del aparato locomotor,
733.15,FRACTURA PATOLOGICA DE OTRAS PARTES ESPECIFICADAS DEL FEMUR,L99,Otras enfermedades del aparato locomotor,
733.16,FRACTURA PATOLOGICA DE TIBIA O PERONE,L99,Otras enfermedades del aparato locomotor,
733.19,TRACTURA PATOLOGICA DE OTRO SITIO ESPECIFICADO,L99,Otras enfermedades del aparato locomotor,
733.2,QUISTE OSEO,L99,Otras enfermedades del aparato locomotor,
733.20,QUISTE OSEO (LOCALIZADO) NO ESPECIFICADO,L99,Otras enfermedades del aparato locomotor,
733.21,QUISTE OSEO SOLITARIO,L99,Otras enfermedades del aparato locomotor,
733.22,QUISTE OSEO ANEURISMATICO,L99,Otras enfermedades del aparato locomotor,
733.29,OTRO QUISTE OSEO,L99,Otras enfermedades del aparato locomotor,
733.3,HIPEROSTOSIS CRANEAL,L99,Otras enfermedades del aparato locomotor,
733.4,NECROSIS OSEA ASEPTICA,L99,Otras enfermedades del aparato locomotor,
733.40,NECROSIS OSEA ASEPTICA LOCALIZACION DIVERSA,L99,Otras enfermedades del aparato locomotor,
733.41,NECROSIS ASEPTICA HUMERO,L99,Otras enfermedades del aparato locomotor,
733.42,NECROSIS ASEPTICA CABEZA Y CUELLO DE FEMUR,L99,Otras enfermedades del aparato locomotor,
733.43,NECROSIS ASEPTICA DE CONDILO FEMORAL MEDIAL,L99,Otras enfermedades del aparato locomotor,
733.44,NECROSIS ASEPTICA DE ASTRGALO,L99,Otras enfermedades del aparato locomotor,
733.45,NECROSIS ASEPTICA MAXILAR,L99,Otras enfermedades del aparato locomotor,
733.49,OTRA NECROSIS ASEPTICA OSEA,L99,Otras enfermedades del aparato locomotor,
733.5,OSTEITIS CONDENSANTE,L99,Otras enfermedades del aparato locomotor,
733.6,ENFERMEDAD TIETZE,L99,Otras enfermedades del aparato locomotor,
733.7,ALGONEURODISTROFIA,L99,Otras enfermedades del aparato locomotor,
733.8,UNION DEFECTUOSA Y NO UNION DE FRACTURA,L99,Otras enfermedades del aparato locomotor,
733.81,UNION DEFECTUOSA DE FRACTURA,L99,Otras enfermedades del aparato locomotor,
733.82,NO UNION DE FRACTURA,L99,Otras enfermedades del aparato locomotor,
733.9,OTROS TRASTORNOS Y TRASTORNOS NO ESPECIF. DE HUESO Y CARTILA,L99,Otras enfermedades del aparato locomotor,
733.90,TRASTORNO DE HUESO Y CARTILAGO NO ESPECIFICADO,L99,Otras enfermedades del aparato locomotor,
733.91,DETENCION CRECIMIENTO OSEO,L99,Otras enfermedades del aparato locomotor,
733.92,CONDROMALACIA,L99,Otras enfermedades del aparato locomotor,
733.93,FRACTURA POR SOBRECARGA DE TIBIA O PERONE ,L73,Fractura de tibia/peroné,
733.94,FRACTURA POR SOBRECARGA DE LOS METATARSIANOS ,L74.02,Fractura de tarso y huesos del pie,
733.95,FRACTURA POR SOBRECARGA DE OTRO HUESO ,L76,Otras fracturas,
733.96,FRACTURA POR SOBRECARGA DEL CUELLO FEMORAL,L75,Fractura de fémur,
733.97,FRACTURA POR SOBRECARGA DE LA DIAFISIS DEL FEMUR,L75,Fractura de fémur,
733.98,FRACTURA POR SOBRECARGA DE LA PELVIS,L76,Otras fracturas,
733.99,OTROSTRASTORNOS OSEOS Y DE CARTILAGO,L99,Otras enfermedades del aparato locomotor,
734,PIE PLANO,L98,Deformidades adquiridas de los miembros,
735,DEFORMORMACION ADQUIRIDA DE DEDO GORDO DEL PIE,L98,Deformidades adquiridas de los miembros,
735.0,DEDO GORDO DEL PIE VALGO HALLUX VALGUS (ADQUIRIDO),L98,Deformidades adquiridas de los miembros,
735.1,DEDO GORDO DEL PIE VARO HALLUX VARUS (ADQUIRIDO),L98,Deformidades adquiridas de los miembros,
735.2,DEDO GORDO DEL PIE RIGIDO HALLUX RIGIDUS,L98,Deformidades adquiridas de los miembros,
735.3,DEDO GORDO DEL PIE HALLUX MALLEUS,L98,Deformidades adquiridas de los miembros,
735.4,OTRO DEDO PIE MARTILLO (ADQUIRIDO),L98,Deformidades adquiridas de los miembros,
735.5,DEDO PIE EN GARRA (ADQUIRIDO),L98,Deformidades adquiridas de los miembros,
735.8,OTRA DEFORMACION ADQUIRIDA DEDOS PIE  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
735.9,DEFORMORMACION ADQUIRIDA DEDOS PIE NO ESPECIFICADO,L98,Deformidades adquiridas de los miembros,
736,OTRAS DEFORMACIONES ADQUIRIDAS DE EXTREMIDADES,L98,Deformidades adquiridas de los miembros,
736.0,DEFORMACION ADQUIRIDA DE ANTEBRAZO SALVO DEDOS DE LA MANO,L98,Deformidades adquiridas de los miembros,
736.00,DEFORMIDADES ANTEBRAZO NO ESPECIFICADO,L98,Deformidades adquiridas de los miembros,
736.01,CUBITO VALGO (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.02,CUBITO VARO (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.03,DEFORMIDAD EN VALGO MUÑECA (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.04,DEFORMIDAD EN VARO MUÑECA (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.05,"MUÑECA CAIDA POR PARALISIS N. FLEXOR, ADQUIRIDA",L98,Deformidades adquiridas de los miembros,
736.06,MANO EN GARRA (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.07,MANO ZAMBA  (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.09,OTRA DEFORMACION ANTEBRAZO  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
736.1,DEDO DE MANO EN MARTILLO,L98,Deformidades adquiridas de los miembros,
736.2,OTRAS DEFORMACIONES ADQUIRIDAS DEDO MANO,L98,Deformidades adquiridas de los miembros,
736.20,DEFORM ADQUIRIDA DEDO MANO NO ESPECIFICADO,L98,Deformidades adquiridas de los miembros,
736.21,DEFORMIDAD BOUTONNIERE,L98,Deformidades adquiridas de los miembros,
736.22,DEFORMIDAD EN CUELLO CISNE,L98,Deformidades adquiridas de los miembros,
736.29,OTRA DEFORMACION ADQUIRIDA DEDO MANO  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
736.3,DEFORMIDADES ADQUIRIDAS DE LA CADERA,L98,Deformidades adquiridas de los miembros,
736.30,DEFORMIDADES ADQUIRIDAS DE LA CADERA NO ESPECIFICADO,L98,Deformidades adquiridas de los miembros,
736.31,COXA VALGA (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.32,COXA VARA (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.39,OTRA DEFORMIDAD ADQUIRIDA DE LA CADERA  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
736.4,RODILLA VALGA O VARA (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.41,GENU VALGUM (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.42,GENU VARUM (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.5,GENU RECURVATUM (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.6,OTRA DEFORMACION ADQUIRIDA RODILLA  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
736.7,OTRAS DEFORMIDADAES ADQUIRIDAS DE TOBILLO Y PIE,L98,Deformidades adquiridas de los miembros,
736.70,DEFORMIDAD NO ESPECIFICADO DE TOBILLO Y PIE (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.71,DEFORMIDAD PIE EQUINOVARO ADQUIRIDO,L98,Deformidades adquiridas de los miembros,
736.72,DEFORMIDAD PIE EQUINO ADQUIRIDO,L98,Deformidades adquiridas de los miembros,
736.73,DEFORMIDAD PIE CAVO,L98,Deformidades adquiridas de los miembros,
736.74,"PIE EN GARRA, ADQUIRIDO",L98,Deformidades adquiridas de los miembros,
736.75,DEFORMIDAD PIE CAVOVARO ADQUIRIDO,L98,Deformidades adquiridas de los miembros,
736.76,OTRA DEFORMIDAD CALCANEO  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
736.79,OTRA DEFORMIDAD ADQUIRIDA TOBILLO PIE  OTROS NO CODIFICADOS,L98,Deformidades adquiridas de los miembros,
736.8,DEFORMIDADES ADQUIRIDAS DE OTRAS PARTES DE LAS EXTREMIDADES,L98,Deformidades adquiridas de los miembros,
736.81,LONGITUD DESIGUAL PIERNAS (ADQUIRIDA),L98,Deformidades adquiridas de los miembros,
736.89,OTRAS DEFORMACIONES ADQUIRIDAS EXTREMIDADES,L98,Deformidades adquiridas de los miembros,
736.9,DEFORMIDAD ADQUIRIDA DE EXTREMIDAD SITIO NO ESPECIFICADO,L98,Deformidades adquiridas de los miembros,
737,DESVIACION COLUMNA VERTEBRAL,L85,Deformidades adquiridas de la columna vertebral,
737.0,CIFOSIS POSTURAL ADOLESCENCIA,L85,Deformidades adquiridas de la columna vertebral,
737.1,CIFOSIS (ADQUIRIDA),L85,Deformidades adquiridas de la columna vertebral,
737.10,CIFOSIS (ADQUIRIDA) (POSTURAL) NO ESPECIFICADO,L85,Deformidades adquiridas de la columna vertebral,
737.11,CIFOSIS DEBIDA A RADIACION,L85,Deformidades adquiridas de la columna vertebral,
737.12,CIFOSIS POSTLAMINECTOMIA,L85,Deformidades adquiridas de la columna vertebral,
737.19,OTRA CIFOSIS ,L85,Deformidades adquiridas de la columna vertebral,
737.2,LORDOSIS (ADQUIRIDA),L85,Deformidades adquiridas de la columna vertebral,
737.20,LORDOSIS (ADQUIRIDA) (POSTURAL) NO ESPECIFICADO,L85,Deformidades adquiridas de la columna vertebral,
737.21,LORDOSIS POSTLAMINECTOM,L85,Deformidades adquiridas de la columna vertebral,
737.22,OTRA LORDOSIS POSPOSTQUIRURGICO,L85,Deformidades adquiridas de la columna vertebral,
737.29,OTRA LORDOSIS ,L85,Deformidades adquiridas de la columna vertebral,
737.3,CIFOSCOLIOSIS Y ESCOLIOSIS,L85,Deformidades adquiridas de la columna vertebral,
737.30,ESCOLIOSIS (Y CIFOSCOLIOSIS) IDIOPATICA,L85,Deformidades adquiridas de la columna vertebral,
737.31,ESCOLIOSIS IDIOPATICA INFANTIL RESOLUTIVA,L85,Deformidades adquiridas de la columna vertebral,
737.32,ESCOLIOSIS IDIOPATICA INFANTIL PROGRESIVA,L85,Deformidades adquiridas de la columna vertebral,
737.33,ESCOLIOSIS DEBIDA A RADIACION,L85,Deformidades adquiridas de la columna vertebral,
737.34,ESCOLIOSIS TORACOGENICA,L85,Deformidades adquiridas de la columna vertebral,
737.39,OTRA ESCOLIOSIS ,L85,Deformidades adquiridas de la columna vertebral,
737.4,DESVIACIONES DE COLUMNA VERTEBRAL CON OTRAS ENFERMEDADES,L85,Deformidades adquiridas de la columna vertebral,
737.40,DESVIACION DE COLUMNA VERTEBRAL SIN ESPECIFICAR,L85,Deformidades adquiridas de la columna vertebral,
737.41,CIFOSIS EN OTROS ENF.,L85,Deformidades adquiridas de la columna vertebral,
737.42,LORDOSIS EN OTROS ENF.,L85,Deformidades adquiridas de la columna vertebral,
737.43,ESCOLIOSIS EN OTROS ENF.,L85,Deformidades adquiridas de la columna vertebral,
737.8,OTRAS DESVIACION COLUMNA,L85,Deformidades adquiridas de la columna vertebral,
737.9,DESVIACION COLUMNA NO ESPECIFICADO,L85,Deformidades adquiridas de la columna vertebral,
738,OTRAS DEFORMIDADES ADQUIRIDAS,L99,Otras enfermedades del aparato locomotor,
738.0,DEFORMIDAD ADQUIRIDA DE NARIZ,L99,Otras enfermedades del aparato locomotor,
738.1,OTRA DEFORMIDA ADQUIRIDA DE CABEZA  OTROS NO CODIFICADOS,L99,Otras enfermedades del aparato locomotor,
738.10,DEFORMIDAD ADQUIRIDA DE LA CABEZA INESPECIFICADA,L99,Otras enfermedades del aparato locomotor,
738.11,HIPERPLASIA CIGOMATICA,L99,Otras enfermedades del aparato locomotor,
738.12,HIPOPLASIA CIGOMATICA,L99,Otras enfermedades del aparato locomotor,
738.19,"OTRAS DEFORMIDADES ADQUIRIDAS DE LA CABEZA, ESPECIFICADAS",L99,Otras enfermedades del aparato locomotor,
738.2,DEFORMIDAD ADQUIRIDA DE CUELLO,L99,Otras enfermedades del aparato locomotor,
738.3,DEFORMIDAD ADQUIRIDA DE TORAX Y COSTILLA,L99,Otras enfermedades del aparato locomotor,
738.4,ESPONDILOLISTESIS ADQUIRIDA,L86/84/83,"Síndromes de columna vertebral no incluidos en L83, L84 o L86",
738.5,OTRA DEFORMIDAD ADQUIRIDA DE ESPALDA O COLUMNA VERTEBRAL,L85,Deformidades adquiridas de la columna vertebral,
738.6,DEFORMIDAD ADQUIRIDA DE PELVIS,L99,Otras enfermedades del aparato locomotor,
738.7,OREJA EN COLIFLOR,L99,Otras enfermedades del aparato locomotor,
738.8,DEFORMIDAD ADQUIRIDA EN OTRO LUGAR ESPECIFICADO,L99,Otras enfermedades del aparato locomotor,
738.9,DEFORMIDAD ADQUIRIDA DE LUGAR NO ESPECIFICADO,L99,Otras enfermedades del aparato locomotor,
739,LESIONES NO ALOPATICAS NCOC,L99,Otras enfermedades del aparato locomotor,
739.0,LESIONES NO ALOPATICAS CABEZA,L99,Otras enfermedades del aparato locomotor,
739.1,LESIONES NO ALOPATICAS CERVICAL,L99,Otras enfermedades del aparato locomotor,
739.2,LESIONES NO ALOPATICAS REGION TORACICA,L99,Otras enfermedades del aparato locomotor,
739.3,LESIONES NO ALOPATICAS LUMBAR,L99,Otras enfermedades del aparato locomotor,
739.4,LESIONES NO ALOPATICAS SACRA,L99,Otras enfermedades del aparato locomotor,
739.5,LESIONES NO ALOPATICAS PELVICA,L99,Otras enfermedades del aparato locomotor,
739.6,LESIONES NO ALOPATICAS EXTREMIDADES INFERIORES,L99,Otras enfermedades del aparato locomotor,
739.7,LESIONES NO ALOPATICAS EXTREMIDADES SUPERIORES,L99,Otras enfermedades del aparato locomotor,
739.8,LESIONES NO ALOPATICAS CAJA TORACICA,L99,Otras enfermedades del aparato locomotor,
739.9,LESIONES NO ALOPATICAS ABDOMEN Y OTRAS,L99,Otras enfermedades del aparato locomotor,
740,ANENCEFALO Y ANOMALIAS AFINES,N85,Anomalías congénitas del sistema nervioso,
740.0,ANENCEFALO,N85,Anomalías congénitas del sistema nervioso,
740.1,CRANEORRAQUISQUISIS,N85,Anomalías congénitas del sistema nervioso,
740.2,INIENCEFALIA,N85,Anomalías congénitas del sistema nervioso,
741,ESPINA BIFIDA,N85,Anomalías congénitas del sistema nervioso,
741.0,ESPINA BIFIDA  E HIDROCEFALIA,N85,Anomalías congénitas del sistema nervioso,
741.00,ESPINA BIFIDA E HIDROCEFALIA REGION NO ESPECIFICADA,N85,Anomalías congénitas del sistema nervioso,
741.01,ESPINA BIFIDA E HIDROCEFALIA REGION CERVICAL,N85,Anomalías congénitas del sistema nervioso,
741.02,ESPINA BIFIDA E HIDROCEFALIA REGION DORSAL,N85,Anomalías congénitas del sistema nervioso,
741.03,ESPINA BIFIDA E HIDROCEFALIA REGION LUMBAR,N85,Anomalías congénitas del sistema nervioso,
741.9,ESPINA BIFIDA SIN MENCION DE HIDROCEFALIA,N85,Anomalías congénitas del sistema nervioso,
741.90,ESPINA BIFIDA SIN MENCION DE HIDROCEFALIA REGION NO ESPECIF.,N85,Anomalías congénitas del sistema nervioso,
741.91,ESPINA BIFIDA SIN MENCION DE HIDROCEFALIA REGION CERVICAL,N85,Anomalías congénitas del sistema nervioso,
741.92,ESPINA BIFIDA SIN MENCION DE HIDROCEFALIA REGION DORSAL,N85,Anomalías congénitas del sistema nervioso,
741.93,ESPINA BIFIDA SIN MENCION DE HIDROCEFALIA REGION LUMBAR,N85,Anomalías congénitas del sistema nervioso,
742,OTRAS ANOMALIAS CONGENITAS DEL SISTEMA NERVIOSO,N85,Anomalías congénitas del sistema nervioso,
742.0,ENCEFALOCELE,N85,Anomalías congénitas del sistema nervioso,
742.1,MICROCEFALO,N85,Anomalías congénitas del sistema nervioso,
742.2,DEFORMIDAD POR REDUCCION DEL CEREBRO,N85,Anomalías congénitas del sistema nervioso,
742.3,HIDROCEFALO CONGENITO,N85,Anomalías congénitas del sistema nervioso,
742.4,OTRAS ANOMALIAS CEREBRAL ESPECIFICAS,N85,Anomalías congénitas del sistema nervioso,
742.5,OTRAS ANOMALIAS ESPECIFICADAS DE LA MEDULA ESPINAL,N85,Anomalías congénitas del sistema nervioso,
742.51,DIASTEMATOMIELIA,N85,Anomalías congénitas del sistema nervioso,
742.53,HIDROMIELIA,N85,Anomalías congénitas del sistema nervioso,
742.59,ANOMALIAS MEDULA ESPINAL  OTROS NO CODIFICADOS,N85,Anomalías congénitas del sistema nervioso,
742.8,OTRAS ANOMALIAS ESPECIFICADAS DEL SISTEMA NERVIOSO,N85,Anomalías congénitas del sistema nervioso,
742.9,"ANOMALIAS DEL S.NERVIOSO,M.ESPINAL Y CEREBRO NO ESPECIFICADO",N85,Anomalías congénitas del sistema nervioso,
743,ANOMALIAS CONGENITAS OJO,F81,Otras anomalías oculares congénitas,
743.0,ANOFTALMIA,F81,Otras anomalías oculares congénitas,
743.00,ANOFTALMIA CLINICA NO ESPECIFICADO,F81,Otras anomalías oculares congénitas,
743.03,GLOBO OCULAR QUISTICO CONGENITO,F81,Otras anomalías oculares congénitas,
743.06,CRIPTOFTALMIA,F81,Otras anomalías oculares congénitas,
743.1,MICROFTALMIA,F81,Otras anomalías oculares congénitas,
743.10,MICROFTALMIA NO ESPECIFICADO,F81,Otras anomalías oculares congénitas,
743.11,MICROFTALMIA SIMPLE,F81,Otras anomalías oculares congénitas,
743.12,MICROFTALMIA ASOCIADA CON OTRAS ANOMALIAS DE OJO Y ANEXOS,F81,Otras anomalías oculares congénitas,
743.2,BUFTALMIA,F81,Otras anomalías oculares congénitas,
743.20,BUFTALMIA NO ESPECIFICADO,F81,Otras anomalías oculares congénitas,
743.21,BUFTALMIA SIMPLE,F81,Otras anomalías oculares congénitas,
743.22,BUFTALMIA ASOCIADA A OTRAS ANOMALIAS OCULARES,F81,Otras anomalías oculares congénitas,
743.3,CATARATA CONGENITA Y ANOMALIAS DEL CRISTALINO,F81,Otras anomalías oculares congénitas,
743.30,CATARATA CONGENITA NO ESPECIFICADO,F81,Otras anomalías oculares congénitas,
743.31,CATARATA CAPSULAR Y SUBCAPSULAR,F81,Otras anomalías oculares congénitas,
743.32,CATARATA CORTICAL Y ZONULAR,F81,Otras anomalías oculares congénitas,
743.33,CATARATA NUCLEAR,F81,Otras anomalías oculares congénitas,
743.34,CATARATA CONGENITA TOTAL Y SUBTOTAL,F81,Otras anomalías oculares congénitas,
743.35,AFAQUIA CONGENITA,F81,Otras anomalías oculares congénitas,
743.36,ANOMALIAS DE LA FORMA DEL CRISTALINO,F81,Otras anomalías oculares congénitas,
743.37,CRISTALINO ECTOPICO CONGENITO,F81,Otras anomalías oculares congénitas,
743.39,OTRA CATARATA CONGENITA Y ANOMALIAS CRISTAL.  NO CODIFICADOS,F81,Otras anomalías oculares congénitas,
743.4,COLOBOMA Y OTRAS ANOMALIAS DEL SEGMENTO ANTERIOR,F81,Otras anomalías oculares congénitas,
743.41,ANOMALIA DEL TAMAÑO Y FORMA CORNEAL,F81,Otras anomalías oculares congénitas,
743.42,OPACIDADES CONGENITAS CORNEALES QUE INTERFIERN EN LA VISION,F81,Otras anomalías oculares congénitas,
743.43,OTRAS OPACIDADES CONGENITAS CORNEALES,F81,Otras anomalías oculares congénitas,
743.44,"ANOM.ESPECIF. CAMARA ANTERIOR,ANG.DE CAMARA Y ESTRUC.RE. OJO",F81,Otras anomalías oculares congénitas,
743.45,ANIRIDIA,F81,Otras anomalías oculares congénitas,
743.46,OTRAS ANOMALIAS ESPECIF. IRIS Y CUERPO CILIAR,F81,Otras anomalías oculares congénitas,
743.47,ANOMALIAS ESPECIFICADAS DE LA ESCLEROTICA,F81,Otras anomalías oculares congénitas,
743.48,ANOMALIAS MULTIPLES Y COMBINADAS DEL SEGMENTO ANTERIOR OJO,F81,Otras anomalías oculares congénitas,
743.49,OTRAS ANOMALIAS DEL SEGMENTO ANTERIOR DEL OJO,F81,Otras anomalías oculares congénitas,
743.5,ANOMALIAS CONGENITAS DEL SEGMENTO POSTERIOR DEL OJO,F81,Otras anomalías oculares congénitas,
743.51,ANOMALIAS VITREO,F81,Otras anomalías oculares congénitas,
743.52,COLOBOMA FUNDUS,F81,Otras anomalías oculares congénitas,
743.53,DEGENERACION CORIORETINAL CONGENITO,F81,Otras anomalías oculares congénitas,
743.54,PLIEGUES Y QUISTES CONGENITOS DEL SEGMENTO POSTERIOR OJO,F81,Otras anomalías oculares congénitas,
